ID;Strecke;Netz;Kategorie;Specialcase;Uumzuleitenden Züge;Verspätungen = / > 5 Minuten;Zugausfälle;Zugvorplanfahrten;gesamte Veränderungen;abweichende / ausfallende Verkehrshalte;Zugbezogende Reglungen; örtliche Leistungen;KiGBAU;Maßnahmenart;Dauer in Tagen;Minuten
20019;103;Netz Mitte;K1;1;0;9;0;0;9;0;0;4,5;1;A;2;100
20020;103;Netz Mitte;K1;1;0;6;0;0;6;0;0;3;1;A;9;70
20020;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;9;43
20021;103;Netz Mitte;K1;1;0;0;8;0;8;0;0;4;1;A;3;91
20021;130;Netz West;K1;1;0;0;2;0;2;0;0;1;0;A;3;65
20028;104;Netz Ost;K10;1;0;449;855;138;1442;0;0;721;0;A;31;668
20028;104;Netz Ost;K1;1;0;0;2;12;14;0;0;7;0;A;1;149
20032;130;Netz West;K1;1;0;1;1;0;2;0;0;1;1;A;2;51
20043;104;Netz Ost;K5;1;0;0;34;0;34;0;0;17;1;A;4;311
20043;103/131;Netz Mitte;K5;1;0;0;6;0;6;0;0;3;0;A;4;271
20048;104;Netz Ost;K1;1;0;5;0;0;5;0;0;2,5;1;A;4;138
20050;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;A;3;102
20074;104;Netz Ost;K10;1;4;4;0;0;8;8;0;4;1;A;25;436
20074;104;Netz Ost;K10;1;2;20;35;5;62;4;0;31;0;A;6;441
20075;103/131;Netz Mitte;K5;1;0;0;83;0;83;0;0;41,5;1;A;3;529
20087;104;Netz Ost;K1;1;1;0;0;0;1;0;0;0,5;1;B;3;131
20114;103;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;A;1;132
20116;104;Netz Ost;K1;1;1;0;0;0;1;0;0;0,5;1;A;7;93
20127;104;Netz Ost;K1;1;0;0;4;0;4;0;0;2;1;A;2;161
20140;103/131;Netz  Mitte;K1;1;0;0;0;0;0;0;0;0;0;A;2;47
20140;103/131;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;A;2;51
20142;103;Netz Mitte;K5;1;0;0;0;0;0;0;0;0;1;A;2;501
20142;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;A;2;128
20143;130;Netz West;K1;1;0;0;2;0;2;0;0;1;0;A;1;30
20143;103;Netz Mitte;K1;1;0;8;5;0;13;0;0;6,5;1;A;1;57
20143;131;Netz Mitte;K1;1;0;2;2;0;4;0;0;2;1;B;2;91
20143;134;Netz Nord;K1;1;0;1;4;0;5;0;0;2,5;0;B;2;65
20144;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;A;1;14
20151;131;Netz Mitte;K1;1;0;2;0;2;4;0;0;2;1;A;12;138
20152;131;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;B;1;119
20152;131;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;0;B;1;106
20162;103;Netz Mitte;K1;1;0;8;0;0;8;6;0;4;1;A;2;174
20162;130;Netz West;K1;1;0;0;3;0;3;0;1;2;0;A;2;168
20169;104;Netz Ost;K5;1;4;15;90;4;113;0;0;56,5;1;A;13;589
20171;104;Netz Ost;K5;1;0;3;29;2;34;0;0;17;1;A;4;591
20171;104;Netz Ost;K1;1;0;0;1;1;2;0;0;1;0;A;1;176
20213;130;Netz West;K5;1;0;8;0;0;8;0;0;4;1;A;7;51
20214;103;Netz Mitte;K1;1;0;5;0;0;5;0;0;2,5;1;A;3;45
20215;103;Netz Mitte;K1;1;0;2;2;2;6;0;0;3;1;A;2;189
20216;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;1;A;1;112
20217;134;Netz Nord;K1;1;0;3;8;4;15;0;0;7,5;0;A;4;168
20217;131;Netz Mitte;K1;1;0;8;0;1;9;0;0;4,5;1;A;4;168
20218;130;Netz West;K1;1;0;0;8;0;8;0;0;4;1;A;5;176
20219;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;1;A;2;137
20221;130;Netz West;K5;1;0;0;10;0;10;0;0;5;0;A;7;16
20222;130;Netz West;K5;1;0;33;75;0;108;0;0;54;0;A;12;75
20223;131;Netz Mitte;K1;1;0;1;8;1;10;0;0;5;1;A;6;179
20230;104;Netz Ost;K5;1;0;4;24;0;28;0;0;14;1;A;5;527
20231;104;Netz Ost;K5;1;0;9;196;4;209;12;0;104,5;0;A;3;530
20231;104;Netz Ost;K5;1;0;0;0;0;0;0;0;0;0;A;3;44
20244;103;Netz Mitte;K1;1;0;4;0;0;4;0;0;2;1;A;9;46
20244;130;Netz West;K5;1;0;0;9;0;9;0;1;5;0;A;9;532
20244;103;Netz Mitte;K5;1;0;2;0;0;2;0;0;1;0;A;1;381
20244;130;Netz West;K5;1;0;0;0;0;0;0;0;0;0;A;1;450
20245;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;0;A;1;36
20245;130;Netz West;K1;1;0;0;3;0;3;0;0;1,5;0;A;9;41
20245;103;Netz Mitte;K5;1;0;0;8;0;8;0;0;4;0;A;9;452
20245;103;Netz Mitte;K5;1;0;0;8;0;8;0;0;4;0;A;14;476
20245;130;Netz West;K1;1;0;0;6;0;6;0;0;3;0;A;14;168
20247;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;0;A;4;133
20248;130;Netz West;K1;1;0;0;0;0;0;0;0;0;1;A;4;9
20248;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;A;2;5
20249;103;Netz Mitte;K1;1;2;4;0;0;6;0;0;3;1;A;15;137
20252;145A;Netz Ost;K5;1;0;56;216;0;272;0;0;136;0;A;6;534
20255;145A;Netz Ost;K1;1;0;0;154;0;154;0;0;77;1;A;5;198
20255;145A;Netz Ost;K1;1;0;0;39;0;39;0;0;19,5;0;A;2;187
20290;104;Netz Ost;K1;1;1;0;0;0;1;0;0;0,5;1;A;2;132
20292;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;1;11
20293;104;Netz Ost;K1;1;5;0;0;0;5;0;0;2,5;0;A;7;132
20295;104;Netz Ost;K1;1;2;0;0;0;2;0;0;1;1;A;3;132
20299;104;Netz Ost;K1;1;0;10;0;0;10;0;0;5;1;A;2;138
20305;104;Netz Ost;K10;1;0;57;168;35;260;0;0;130;1;A;4;726
20307;104;Netz Ost;K1;1;0;3;7;2;12;0;0;6;0;A;5;182
20308;104;Netz Ost;K10;1;0;60;138;40;238;0;0;119;1;A;4;662
20309;104;Netz Ost;K5;1;0;45;63;0;108;0;0;54;1;A;3;593
20309;104;Netz Ost;K1;1;0;1;2;0;3;0;0;1,5;0;A;1;184
20312;104;Netz Ost;K1;1;0;0;18;0;18;0;0;9;0;A;3;157
20312;103/131;Netz Mitte;K10;1;222;7;0;0;229;222;222;225,5;0;A;4;441
20321;130;Netz West;K5;1;0;224;178;340;742;0;0;371;1;A;14;560
20322;130;Netz West;K10;1;0;116;76;81;273;0;0;136,5;0;A;4;100
20330;104;Netz Ost;K1;1;0;6;0;0;6;0;0;3;1;A;2;54
20335;104;Netz Ost;K1;1;0;0;8;0;8;0;0;4;0;A;2;44
20340;104;Netz Ost;K1;1;0;0;0;0;0;0;3;0;0;A;3;28
20340;103;Netz Mitte;K1;1;12;0;0;0;12;12;12;12;1;A;3;167
20341;103;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;A;6;40
20346;104;Netz Ost;K1;1;0;3;4;0;7;0;0;3,5;1;A;2;50
20350;103;Netz Mitte;K1;1;0;17;0;0;17;0;0;8,5;1;A;7;46
20352;146;Netz Nord;K5;1;0;0;8;0;8;0;0;4;1;A;2;479
20353;104;Netz Ost;K1;1;0;0;8;0;8;0;0;4;0;A;2;44
20354;134;Netz Nord;K1;1;0;0;9;0;9;0;0;4,5;1;A;2;49
20356;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;A;1;14
20357;104;Netz Ost;K1;1;0;1;0;1;2;0;0;1;1;A;2;137
20358;104;Netz Ost;K5;1;0;12;28;8;48;0;0;24;1;A;5;62
20367;104;Netz Ost;K1;1;2;0;0;0;2;0;0;1;1;A;3;131
20367;104;Netz Ost;K1;1;1;0;0;0;1;0;0;0,5;0;A;1;136
20379;104;Netz Ost;K1;1;0;1;0;0;1;0;0;0,5;1;A;9;140
20384;104;Netz Ost;K1;1;0;0;8;0;8;0;0;4;1;A;4;161
20384;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;6;84
20385;135;Netz Nord;K5;1;0;0;186;0;186;0;0;93;1;A;6;472
20386;104;Netz Ost;K1;1;0;3;0;0;3;0;0;1,5;1;A;6;50
20386;104;Netz Ost;K1;1;0;1;0;0;1;0;0;0,5;0;A;1;35
20389;131;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;A;3;14
20391;134;Netz Nord;K1;1;0;1;2;0;3;0;0;1,5;1;A;1;55
20392;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;A;2;50
20393;134;Netz Nord;K1;1;0;1;4;0;5;0;0;2,5;1;A;2;192
20393;131;Netz Mitte;K1;1;0;1;2;0;3;0;0;1,5;0;A;2;171
20394;134;Netz Nord;K1;1;0;3;0;0;3;0;0;1,5;1;A;2;54
20395;130;Netz West;K1;1;0;0;0;0;0;0;0;0;1;A;3;9
20395;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;A;4;5
20396;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;1;A;3;45
20397;131;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;B;1;99
20397;134;Netz Nord;K1;1;0;1;1;0;2;0;0;1;0;B;1;145
20399;104;Netz Ost;K10;1;0;10;144;1;155;8;0;77,5;0;A;4;721
20400;104;Netz Ost;K1;1;0;0;12;0;12;0;0;6;1;A;3;44
20406;131;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;A;2;10
20407;103;Netz Mitte;K1;1;0;4;0;0;4;0;0;2;1;A;2;45
20409;130;Netz West;K1;1;0;3;0;0;3;0;0;1,5;1;A;2;49
20412;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;A;3;14
20415;131;Netz Mitte;K1;1;0;3;0;0;3;0;0;1,5;1;B;4;55
20415;134;Netz Nord;K1;1;0;1;0;0;1;0;0;0,5;0;B;4;45
20417;131;Netz Mitte;K1;1;0;5;0;0;5;0;0;2,5;1;B;2;52
20420;103/131;Netz Mitte;K10;1;370;0;0;0;370;370;370;370;0;A;15;441
20420;104;Netz Ost;K1;1;18;0;0;0;18;0;0;9;0;A;15;123
20431;103;Netz Mitte;K1;1;0;4;0;3;7;0;0;3,5;1;B;4;55
20435;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;B;5;51
20436;135;Netz Nord;K5;1;0;0;930;0;930;0;0;465;0;A;26;467
20437;104;Netz Ost;K5;1;0;0;139;0;139;0;71;105;1;A;7;530
20437;104;Netz Ost;K5;1;0;0;42;0;42;0;143;92,5;0;A;7;519
20438;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;25;10
20438;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;31;5
20438;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;30;5
20438;134;Netz Nord;K1;1;0;1;4;0;5;0;0;2,5;1;B;2;88
20439;103/131;Netz Mitte;K1;1;0;4;0;0;4;0;0;2;1;B;6;52
20440;104;Netz Ost;K10;1;0;111;320;38;469;0;0;234,5;0;A;6;723
20440;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;15;6
20440;140;Netz Ost;K1;1;0;1;0;0;1;0;0;0,5;0;A;19;33
20440;104;Netz Ost;K5;1;0;8;165;0;173;0;0;86,5;0;A;6;582
20440;104;Netz Ost;K5;1;0;6;169;0;175;0;0;87,5;0;A;7;577
20441;140;Netz Ost;K5;1;0;0;8;0;8;0;0;4;1;A;6;484
20441;104;Netz Ost;K1;1;0;0;24;0;24;0;0;12;0;A;6;52
20442;145A;Netz Ost;K5;1;0;0;5;0;5;0;0;2,5;0;B;2;530
20442;145B;Netz Ost;K5;1;0;0;5;0;5;0;0;2,5;0;B;2;535
20442;140;Netz Ost;K1;1;0;0;2;0;2;0;0;1;0;B;2;182
20442;104;Netz Ost;K5;1;0;0;4;0;4;0;0;2;0;B;2;520
20446;130;Netz West;K5;1;0;0;8;0;8;0;0;4;1;A;4;418
20447;146;Netz Nord;K5;1;0;0;78;0;78;0;0;39;0;A;3;529
20458;103;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;B;10;56
20460;103;Netz Mitte;K1;1;2;2;0;0;4;2;0;2;1;B;1;67
20461;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;B;1;54
20485;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;10;10
20490;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;B;2;51
20491;131;Netz Mitte;K1;1;0;5;0;0;5;0;0;2,5;1;A;5;48
20491;134;Netz Nord;K1;1;0;8;0;0;8;0;0;4;0;A;5;40
20498;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;B;2;52
20499;104;Netz Ost;K1;1;0;2;0;0;2;0;0;1;1;B;3;55
20505;130;Netz West;K1;1;0;0;0;0;0;0;0;0;1;A;2;14
20507;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;1;A;2;45
20544;134;Netz Nord;K1;1;0;0;1;0;1;0;0;0,5;1;B;1;73
20550;130;Netz West;K1;1;0;0;0;0;0;0;0;0;1;A;7;55
20551;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;B;2;9
20552;103;Netz Mitte;K5;1;23;4;0;0;27;23;23;25;1;A;3;499
20569;103;Netz Mitte;K5;1;0;0;0;0;0;0;0;0;1;A;12;468
20569;103;Netz Mitte;K5;1;0;0;0;0;0;0;0;0;0;A;31;460
20569;103;Netz Mitte;K5;1;8;0;0;0;8;8;8;8;0;A;30;485
20569;103;Netz Mitte;K5;1;8;0;0;0;8;8;8;8;0;A;31;484
20569;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;0;A;15;7
20584;145A;Netz Ost;K1;1;0;0;9;0;9;0;0;4,5;1;A;2;50
20592;103/131;Netz Mitte;K5;1;54;0;0;0;54;54;54;54;1;A;11;576
20592;103/131;Netz Mitte;K5;1;134;0;0;0;134;134;134;134;0;A;30;566
20594;104;Netz Ost;K1;1;0;7;0;0;7;0;0;3,5;1;A;5;133
20596;130;Netz West;K10;1;0;321;61;211;593;0;0;296,5;0;A;12;694
20596;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;A;2;19
20599;104;Netz Ost;K1;1;1;0;0;0;1;0;0;0,5;0;A;3;115
20621;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;B;2;7
20621;130;Netz West;K10;1;0;31;40;143;214;0;0;107;1;B;18;698
20622;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;A;2;77
20623;130;Netz West;K5;1;0;0;14;0;14;0;0;7;0;A;15;559
20624;103;Netz Mitte;K1;1;0;3;0;0;3;0;0;1,5;1;A;4;51
20625;103;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;1;B;2;76
20628;103;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;B;2;56
20639;104;Netz Ost;K5;1;0;0;11;0;11;0;0;5,5;0;A;1;483
20639;104;Netz Ost;K10;1;0;41;213;0;254;11;0;127;0;A;4;712
20639;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;4;6
20647;104;Netz Ost;K1;1;0;7;11;0;18;0;0;9;1;A;3;197
20650;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;3;52
20650;140;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;3;43
20650;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;12;43
20650;140;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;12;43
20651;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;A;3;12
20666;130;Netz West;K1;1;0;3;0;0;3;0;0;1,5;1;B;10;35
20696;104;Netz Ost;K10;1;0;77;178;0;255;0;54;154,5;0;A;8;723
20711;104;Netz Ost;K1;1;3;0;0;0;3;0;0;1,5;1;A;6;105
20717;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;0;A;8;35
20717;103/131;Netz Mitte;K5;1;0;0;6;0;6;0;0;3;1;A;8;390
20718;103;Netz Mitte;K1;1;0;2;1;0;3;0;0;1,5;1;A;8;142
20718;131;Netz Mitte;K5;1;0;5;95;0;100;0;0;50;0;A;8;489
20718;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;0;A;8;40
20721;130;Netz West;K1;1;0;0;2;0;2;0;0;1;1;B;1;20
20746;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;1;A;5;57
20749;104;Netz Ost;K5;1;0;17;8;0;25;0;0;12,5;1;A;7;51
20752;104;Netz Ost;K10;1;8;39;222;1;270;8;0;135;0;A;6;666
20752;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;1;6
20765;130;Netz West;K1;1;0;0;0;1;1;0;0;0,5;1;B;5;40
20768;134;Netz Nord;K1;1;0;0;10;0;10;0;0;5;1;B;2;161
20769;146;Netz Nord;K1;1;0;0;4;0;4;0;0;2;1;B;2;171
20771;145B;Netz Ost;K1;1;0;2;6;0;8;0;0;4;1;B;2;44
20775;146;Netz Nord;K5;1;0;0;222;0;222;0;0;111;1;A;6;472
20832;104;Netz Ost;K1;1;0;5;0;0;5;0;0;2,5;1;A;2;152
20833;104;Netz Ost;K5;1;0;8;130;0;138;5;0;69;1;A;3;528
20833;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;1;6
20833;104;Netz Ost;K5;1;0;24;2350;31;2405;13;0;1202,5;0;A;30;577
20833;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;50;6
20833;104;Netz Ost;K5;1;0;11;1154;15;1180;8;0;590;0;A;15;517
20833;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;15;6
20833;104;Netz Ost;K1;1;0;0;0;0;0;0;0;0;0;A;1;6
20837;104;Netz Ost;K1;1;0;1;4;0;5;0;0;2,5;1;A;2;168
20838;104;Netz Ost;K1;1;0;11;0;0;11;0;0;5,5;1;A;4;138
20839;104;Netz Ost;K1;1;0;1;3;0;4;0;0;2;1;A;2;113
20840;146;Netz Nord;K5;1;0;0;42;0;42;0;0;21;1;B;11;59
20842;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;B;4;22
20845;104;Netz Ost;K1;1;0;0;4;0;4;0;0;2;1;A;2;160
20846;130;Netz West;K1;1;0;3;0;3;6;0;0;3;1;A;4;116
20847;103;Netz Mitte;K5;1;0;81;29;38;148;41;70;109;0;A;3;572
20847;131;Netz Mitte;K5;1;0;1;95;1;97;0;1;49;0;A;3;583
20847;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;A;3;6
20847;103;Netz Mitte;K10;1;0;502;177;278;957;231;522;739,5;0;A;19;682
20847;131;Netz Mitte;K10;1;0;3;496;2;501;0;7;254;0;A;19;718
20847;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;0;A;19;6
20857;103;Netz Mitte;K1;1;0;1;0;0;1;0;0;0,5;1;B;1;54
20871;140;Netz Ost;K1;1;0;0;1;0;1;0;0;0,5;1;A;2;52
20872;145A;Netz Ost;K1;1;0;2;0;0;2;0;0;1;1;B;3;18
20894;103/131;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;B;1;49
20894;130;Netz West;K1;1;0;0;0;0;0;0;0;0;0;B;1;33
20899;145A;Netz Ost;K1;1;0;0;4;0;4;0;0;2;1;B;3;156
20904;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;A;26;54
20919;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;B;1;27
20922;130;Netz West;K1;1;0;2;2;0;4;0;0;2;1;A;3;184
20923;130;Netz West;K1;1;0;3;0;0;3;0;0;1,5;1;A;3;52
20924;140;Netz Ost;K1;1;0;0;1;0;1;0;0;0,5;1;A;1;179
20924;140;Netz Ost;K1;1;0;0;2;0;2;0;0;1;0;A;1;168
20930;140;Netz Ost;K1;1;0;0;3;0;3;0;0;1,5;1;A;2;43
20935;140;Netz Ost;K1;1;0;0;5;0;5;0;0;2,5;1;A;2;47
20937;131;Netz Mitte;K1;1;0;2;0;0;2;0;0;1;0;A;1;127
20937;134;Netz Nord;K1;1;0;0;6;0;6;0;0;3;0;A;1;166
20937;134;Netz Nord;K1;1;0;0;42;0;42;0;0;21;1;A;11;192
20937;131;Netz Mitte;K1;1;0;15;0;0;15;0;0;7,5;0;A;11;127
20951;145A;Netz Ost;K1;1;0;0;3;0;3;0;0;1,5;1;A;18;32
20975;103;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;B;2;55
21015;130;Netz West;K1;1;0;1;0;0;1;0;0;0,5;1;A;8;115
21018;131;Netz Mitte;K1;1;0;1;0;1;2;0;0;1;1;B;1;48
21018;134;Netz Nord;K1;1;0;0;3;0;3;0;0;1,5;0;A;1;33
21019;131;Netz Mitte;K1;1;0;0;0;0;0;0;0;0;1;B;1;17
21028;104;Netz Ost;K1;1;0;1;0;0;1;0;0;0,5;1;B;1;9
21029;140;Netz Ost;K1;1;0;0;5;0;5;0;0;2,5;1;A;2;47
21031;104;Netz Ost;K5;1;0;0;83;0;83;0;0;41,5;0;A;9;453
